,Date,16-18kg,18-20kg,20-22kg,22-24kg,CPI (Dec20$),,Real 16-18kg,Real 18-20kg,Real 20-22kg,Real 22-24kg
0,10/01/2000,200,205,205,200,0.595,,336.1344538,344.5378151,344.5378151,336.1344538
1,17/01/2000,202,207,205,200,0.595,,339.4957983,347.8991597,344.5378151,336.1344538
2,24/01/2000,198,202,200,198,0.595,,332.7731092,339.4957983,336.1344538,332.7731092
3,31/01/2000,198,202,198,195,0.595,,332.7731092,339.4957983,332.7731092,327.7310924
4,7/02/2000,194,198,192,191,0.595,,326.0504202,332.7731092,322.6890756,321.0084034
5,14/02/2000,189,195,188,186,0.595,,317.6470588,327.7310924,315.9663866,312.605042
6,21/02/2000,190,190,188,185,0.595,,319.3277311,319.3277311,315.9663866,310.9243697
7,28/02/2000,179,186,187,186,0.595,,300.8403361,312.605042,314.2857143,312.605042
8,6/03/2000,177,184,186,186,0.595,,297.4789916,309.2436975,312.605042,312.605042
9,13/03/2000,181,188,186,186,0.595,,304.2016807,315.9663866,312.605042,312.605042
10,20/03/2000,188,193,190,192,0.595,,315.9663866,324.3697479,319.3277311,322.6890756
11,27/03/2000,183,191,190,191,0.595,,307.5630252,321.0084034,319.3277311,321.0084034
12,3/04/2000,183,192,190,191,0.599,,305.509182,320.5342237,317.1953255,318.8647746
13,10/04/2000,183,190,189,191,0.599,,305.509182,317.1953255,315.5258765,318.8647746
14,17/04/2000,183,190,188,190,0.599,,305.509182,317.1953255,313.8564274,317.1953255
15,1/05/2000,178,184,183,189,0.599,,297.1619366,307.1786311,305.509182,315.5258765
16,8/05/2000,177,183,182,188,0.599,,295.4924875,305.509182,303.8397329,313.8564274
17,15/05/2000,169,176,177,186,0.599,,282.1368948,293.8230384,295.4924875,310.5175292
18,22/05/2000,167,174,176,183,0.599,,278.7979967,290.4841402,293.8230384,305.509182
19,29/05/2000,159,166,169,181,0.599,,265.442404,277.1285476,282.1368948,302.1702838
20,12/06/2000,158,164,169,181,0.599,,263.7729549,273.7896494,282.1368948,302.1702838
21,19/06/2000,149,154,164,186,0.599,,248.7479132,257.0951586,273.7896494,310.5175292
22,26/06/2000,141,149,162,185,0.599,,235.3923205,248.7479132,270.4507513,308.8480801
23,3/07/2000,146,151,161,182,0.622,,234.7266881,242.7652733,258.8424437,292.6045016
24,10/07/2000,143,146,159,181,0.622,,229.903537,234.7266881,255.6270096,290.9967846
25,17/07/2000,143,146,159,178,0.622,,229.903537,234.7266881,255.6270096,286.1736334
26,24/07/2000,140,143,147,163,0.622,,225.0803859,229.903537,236.3344051,262.0578778
27,31/07/2000,138,138,144,162,0.622,,221.8649518,221.8649518,231.511254,260.4501608
28,7/08/2000,123,128,138,159,0.622,,197.7491961,205.7877814,221.8649518,255.6270096
29,14/08/2000,125,133,139,162,0.622,,200.9646302,213.8263666,223.4726688,260.4501608
30,21/08/2000,117,126,132,156,0.622,,188.1028939,202.5723473,212.2186495,250.8038585
31,28/08/2000,117,126,132,156,0.622,,188.1028939,202.5723473,212.2186495,250.8038585
32,4/09/2000,113,125,132,158,0.622,,181.6720257,200.9646302,212.2186495,254.0192926
33,11/09/2000,113,129,133,166,0.622,,181.6720257,207.3954984,213.8263666,266.8810289
34,18/09/2000,113,128,132,166,0.622,,181.6720257,205.7877814,212.2186495,266.8810289
35,25/09/2000,110,123,128,166,0.622,,176.8488746,197.7491961,205.7877814,266.8810289
36,2/10/2000,116,114,126,159,0.624,,185.8974359,182.6923077,201.9230769,254.8076923
37,9/10/2000,146,148,152,177,0.624,,233.974359,237.1794872,243.5897436,283.6538462
38,16/10/2000,135,141,146,168,0.624,,216.3461538,225.9615385,233.974359,269.2307692
39,23/10/2000,138,146,151,172,0.624,,221.1538462,233.974359,241.9871795,275.6410256
40,30/10/2000,145,151,154,173,0.624,,232.3717949,241.9871795,246.7948718,277.2435897
41,6/11/2000,145,151,154,173,0.624,,232.3717949,241.9871795,246.7948718,277.2435897
42,13/11/2000,151,156,157,175,0.624,,241.9871795,250,251.6025641,280.4487179
43,20/11/2000,166,169,170,186,0.624,,266.025641,270.8333333,272.4358974,298.0769231
44,27/11/2000,160,167,175,182,0.624,,256.4102564,267.6282051,280.4487179,291.6666667
45,4/12/2000,163,169,176,186,0.624,,261.2179487,270.8333333,282.0512821,298.0769231
46,11/12/2000,160,171,179,189,0.624,,256.4102564,274.0384615,286.8589744,302.8846154
47,18/12/2000,160,173,179,189,0.624,,256.4102564,277.2435897,286.8589744,302.8846154
48,8/01/2001,163,171,179,191,0.631,,258.3201268,270.9984152,283.6767036,302.6941363
49,15/01/2001,168,182,187,202,0.631,,266.2440571,288.4310618,296.3549921,320.1267829
50,22/01/2001,170,184,187,202,0.631,,269.4136292,291.6006339,296.3549921,320.1267829
51,29/01/2001,168,193,199,211,0.631,,266.2440571,305.8637084,315.3724247,334.3898574
52,5/02/2001,190,203,204,218,0.631,,301.1093502,321.7115689,323.296355,345.4833597
53,12/02/2001,195,213,233,242,0.631,,309.0332805,337.5594295,369.2551506,383.518225
54,19/02/2001,195,223,233,251,0.631,,309.0332805,353.40729,369.2551506,397.7812995
55,26/02/2001,195,221,231,251,0.631,,309.0332805,350.2377179,366.0855784,397.7812995
56,5/03/2001,192,223,238,265,0.631,,304.2789223,353.40729,377.1790808,419.9683043
57,12/03/2001,195,224,239,266,0.631,,309.0332805,354.9920761,378.7638669,421.5530903
58,19/03/2001,195,225,241,267,0.631,,309.0332805,356.5768621,381.933439,423.1378764
59,26/03/2001,198,235,250,276,0.631,,313.7876387,372.4247227,396.1965135,437.4009509
60,2/04/2001,198,235,254,284,0.636,,311.3207547,369.4968553,399.3710692,446.5408805
61,9/04/2001,212,241,255,289,0.636,,333.3333333,378.9308176,400.9433962,454.4025157
62,16/04/2001,198,235,245,273,0.636,,311.3207547,369.4968553,385.2201258,429.245283
63,23/04/2001,197,234,238,271,0.636,,309.7484277,367.9245283,374.2138365,426.1006289
64,30/04/2001,197,231,236,271,0.636,,309.7484277,363.2075472,371.0691824,426.1006289
65,7/05/2001,193,227,233,264,0.636,,303.4591195,356.918239,366.3522013,415.0943396
66,14/05/2001,190,224,232,264,0.636,,298.7421384,352.2012579,364.7798742,415.0943396
67,21/05/2001,187,221,230,268,0.636,,294.0251572,347.4842767,361.6352201,421.3836478
68,28/05/2001,187,214,224,269,0.636,,294.0251572,336.4779874,352.2012579,422.9559748
69,4/06/2001,187,211,225,268,0.636,,294.0251572,331.7610063,353.7735849,421.3836478
70,11/06/2001,187,232,243,281,0.636,,294.0251572,364.7798742,382.0754717,441.8238994
71,18/06/2001,187,238,264,294,0.636,,294.0251572,374.2138365,415.0943396,462.2641509
72,25/06/2001,187,254,280,312,0.636,,294.0251572,399.3710692,440.2515723,490.5660377
73,2/07/2001,180,254,281,323,0.637,,282.5745683,398.744113,441.1302983,507.0643642
74,9/07/2001,180,243,276,310,0.637,,282.5745683,381.4756672,433.2810047,486.6562009
75,16/07/2001,180,239,268,304,0.637,,282.5745683,375.1962323,420.722135,477.2370487
76,23/07/2001,183,255,277,302,0.637,,287.2841444,400.3139717,434.8508634,474.0973312
77,30/07/2001,183,264,286,302,0.637,,287.2841444,414.4427002,448.9795918,474.0973312
78,6/08/2001,217,264,293,304,0.637,,340.6593407,414.4427002,459.9686028,477.2370487
79,13/08/2001,217,264,319,317,0.637,,340.6593407,414.4427002,500.7849294,497.6452119
80,20/08/2001,215,264,313,325,0.637,,337.5196232,414.4427002,491.3657771,510.2040816
81,27/08/2001,215,264,314,331,0.637,,337.5196232,414.4427002,492.9356358,519.6232339
82,3/09/2001,300,317,323,339,0.637,,470.9576138,497.6452119,507.0643642,532.1821036
83,10/09/2001,300,327,338,345,0.637,,470.9576138,513.3437991,530.6122449,541.6012559
84,17/09/2001,300,337,339,343,0.637,,470.9576138,529.0423862,532.1821036,538.4615385
85,24/09/2001,270,317,325,331,0.637,,423.8618524,497.6452119,510.2040816,519.6232339
86,1/10/2001,245,270,293,321,0.643,,381.0264386,419.9066874,455.6765163,499.222395
87,8/10/2001,245,275,293,321,0.643,,381.0264386,427.6827372,455.6765163,499.222395
88,15/10/2001,235,273,294,317,0.643,,365.474339,424.5723173,457.2317263,493.0015552
89,22/10/2001,235,278,289,312,0.643,,365.474339,432.348367,449.4556765,485.2255054
90,29/10/2001,235,271,287,312,0.643,,365.474339,421.4618974,446.3452566,485.2255054
91,5/11/2001,235,266,289,313,0.643,,365.474339,413.6858476,449.4556765,486.7807154
92,12/11/2001,240,270,289,312,0.643,,373.2503888,419.9066874,449.4556765,485.2255054
93,19/11/2001,240,274,291,312,0.643,,373.2503888,426.1275272,452.5660964,485.2255054
94,26/11/2001,240,274,291,312,0.643,,373.2503888,426.1275272,452.5660964,485.2255054
95,3/12/2001,235,268,284,310,0.643,,365.474339,416.7962675,441.6796267,482.1150855
96,10/12/2001,235,268,286,310,0.643,,365.474339,416.7962675,444.7900467,482.1150855
97,7/01/2002,245,276,283,307,0.649,,377.5038521,425.2696456,436.05547,473.0354391
98,14/01/2002,245,276,286,313,0.649,,377.5038521,425.2696456,440.6779661,482.2804314
99,21/01/2002,245,274,286,309,0.649,,377.5038521,422.1879815,440.6779661,476.1171032
100,28/01/2002,255,289,288,311,0.649,,392.9121726,445.3004622,443.7596302,479.1987673
101,4/02/2002,255,296,294,318,0.649,,392.9121726,456.0862866,453.0046225,489.9845917
102,11/02/2002,305,328,314,340,0.649,,469.953775,505.3929122,483.8212635,523.8828968
103,18/02/2002,330,348,325,350,0.649,,508.4745763,536.2095532,500.770416,539.2912173
104,25/02/2002,330,353,325,350,0.649,,508.4745763,543.9137134,500.770416,539.2912173
105,4/03/2002,350,360,335,357,0.649,,539.2912173,554.6995378,516.1787365,550.0770416
106,11/03/2002,350,363,341,360,0.649,,539.2912173,559.3220339,525.4237288,554.6995378
107,18/03/2002,310,345,328,344,0.649,,477.6579353,531.587057,505.3929122,530.046225
108,25/03/2002,315,322,321,333,0.649,,485.3620955,496.1479199,494.6070878,513.0970724
109,1/04/2002,315,324,322,334,0.654,,481.6513761,495.412844,492.3547401,510.7033639
110,8/04/2002,315,330,322,332,0.654,,481.6513761,504.587156,492.3547401,507.6452599
111,15/04/2002,280,294,311,326,0.654,,428.1345566,449.5412844,475.5351682,498.470948
112,22/04/2002,300,302,313,331,0.654,,458.7155963,461.7737003,478.5932722,506.116208
113,29/04/2002,295,300,306,319,0.654,,451.0703364,458.7155963,467.8899083,487.7675841
114,6/05/2002,290,300,293,301,0.654,,443.4250765,458.7155963,448.0122324,460.2446483
115,13/05/2002,290,300,291,299,0.654,,443.4250765,458.7155963,444.9541284,457.1865443
116,20/05/2002,290,298,283,289,0.654,,443.4250765,455.6574924,432.7217125,441.8960245
117,27/05/2002,280,292,283,289,0.654,,428.1345566,446.4831804,432.7217125,441.8960245
118,3/06/2002,265,268,261,274,0.654,,405.1987768,409.7859327,399.0825688,418.9602446
119,10/06/2002,270,270,261,274,0.654,,412.8440367,412.8440367,399.0825688,418.9602446
120,17/06/2002,275,280,258,274,0.654,,420.4892966,428.1345566,394.4954128,418.9602446
121,24/06/2002,285,300,277,284,0.654,,435.7798165,458.7155963,423.5474006,434.2507645
122,1/07/2002,280,298,283,301,0.658,,425.5319149,452.887538,430.0911854,457.4468085
123,8/07/2002,280,298,283,301,0.658,,425.5319149,452.887538,430.0911854,457.4468085
124,15/07/2002,280,302,283,301,0.658,,425.5319149,458.9665653,430.0911854,457.4468085
125,22/07/2002,280,302,285,302,0.658,,425.5319149,458.9665653,433.1306991,458.9665653
126,29/07/2002,280,302,307,327,0.658,,425.5319149,458.9665653,466.5653495,496.9604863
127,5/08/2002,280,302,307,325,0.658,,425.5319149,458.9665653,466.5653495,493.9209726
128,12/08/2002,280,308,328,344,0.658,,425.5319149,468.0851064,498.4802432,522.7963526
129,19/08/2002,280,312,336,348,0.658,,425.5319149,474.1641337,510.6382979,528.8753799
130,26/08/2002,280,312,336,354,0.658,,425.5319149,474.1641337,510.6382979,537.993921
131,2/09/2002,290,318,348,368,0.658,,440.7294833,483.2826748,528.8753799,559.2705167
132,9/09/2002,310,330,349,368,0.658,,471.1246201,501.5197568,530.3951368,559.2705167
133,16/09/2002,340,356,359,372,0.658,,516.7173252,541.0334347,545.5927052,565.3495441
134,23/09/2002,340,360,378,404,0.658,,516.7173252,547.112462,574.4680851,613.9817629
135,30/09/2002,340,356,376,404,0.658,,516.7173252,541.0334347,571.4285714,613.9817629
136,7/10/2002,340,364,379,404,0.662,,513.5951662,549.8489426,572.5075529,610.2719033
137,14/10/2002,310,346,372,404,0.662,,468.2779456,522.6586103,561.9335347,610.2719033
138,21/10/2002,250,314,346,378,0.662,,377.6435045,474.3202417,522.6586103,570.9969789
139,28/10/2002,250,276,327,354,0.662,,377.6435045,416.918429,493.9577039,534.7432024
140,4/11/2002,245,270,313,344,0.662,,370.0906344,407.8549849,472.8096677,519.6374622
141,11/11/2002,235,264,306,330,0.662,,354.9848943,398.7915408,462.2356495,498.489426
142,18/11/2002,235,258,303,333,0.662,,354.9848943,389.7280967,457.7039275,503.021148
143,25/11/2002,235,262,298,336,0.662,,354.9848943,395.7703927,450.1510574,507.5528701
144,2/12/2002,235,266,316,353,0.662,,354.9848943,401.8126888,477.3413897,533.2326284
145,9/12/2002,235,262,318,353,0.662,,354.9848943,395.7703927,480.3625378,533.2326284
146,16/12/2002,295,290,329,358,0.662,,445.6193353,438.0664653,496.978852,540.7854985
147,6/01/2003,285,338,344,373,0.671,,424.7391952,503.7257824,512.6676602,555.8867362
148,13/01/2003,275,344,346,364,0.671,,409.8360656,512.6676602,515.6482861,542.4739195
149,20/01/2003,265,328,330,349,0.671,,394.9329359,488.8226528,491.8032787,520.119225
150,27/01/2003,270,320,326,356,0.671,,402.3845007,476.900149,485.8420268,530.5514158
151,3/02/2003,270,323,328,355,0.671,,402.3845007,481.3710879,488.8226528,529.0611028
152,10/02/2003,270,323,326,358,0.671,,402.3845007,481.3710879,485.8420268,533.5320417
153,17/02/2003,275,324,327,360,0.671,,409.8360656,482.8614009,487.3323398,536.5126677
154,24/02/2003,290,348,358,385,0.671,,432.1907601,518.6289121,533.5320417,573.7704918
155,3/03/2003,357,379,403,408,0.671,,532.0417288,564.828614,600.5961252,608.04769
156,10/03/2003,360,395,400,412,0.671,,536.5126677,588.6736215,596.1251863,614.0089419
157,17/03/2003,360,394,404,406,0.671,,536.5126677,587.1833085,602.0864382,605.0670641
158,24/03/2003,340,392,398,418,0.671,,506.7064083,584.2026826,593.1445604,622.9508197
159,31/03/2003,340,390,395,412,0.671,,506.7064083,581.2220566,588.6736215,614.0089419
160,7/04/2003,345,378,387,412,0.671,,514.1579732,563.338301,576.7511177,614.0089419
161,14/04/2003,355,382,392,412,0.671,,529.0611028,569.2995529,584.2026826,614.0089419
162,21/04/2003,360,382,389,420,0.671,,536.5126677,569.2995529,579.7317437,625.9314456
163,28/04/2003,360,380,393,428,0.671,,536.5126677,566.318927,585.6929955,637.8539493
164,5/05/2003,345,360,373,413,0.671,,514.1579732,536.5126677,555.8867362,615.4992548
165,12/05/2003,355,354,369,405,0.671,,529.0611028,527.5707899,549.9254844,603.5767511
166,19/05/2003,350,356,372,403,0.671,,521.609538,530.5514158,554.3964232,600.5961252
167,26/05/2003,350,357,379,402,0.671,,521.609538,532.0417288,564.828614,599.1058122
168,2/06/2003,350,361,374,398,0.671,,521.609538,538.0029806,557.3770492,593.1445604
169,9/06/2003,355,398,396,413,0.671,,529.0611028,593.1445604,590.1639344,615.4992548
170,16/06/2003,360,398,398,413,0.671,,536.5126677,593.1445604,593.1445604,615.4992548
171,23/06/2003,365,398,393,408,0.671,,543.9642325,593.1445604,585.6929955,608.04769
172,30/06/2003,370,405,399,412,0.671,,551.4157973,603.5767511,594.6348733,614.0089419
173,7/07/2003,375,400,397,410,0.675,,555.5555556,592.5925926,588.1481481,607.4074074
174,14/07/2003,380,403,399,410,0.675,,562.962963,597.037037,591.1111111,607.4074074
175,21/07/2003,385,410,403,417,0.675,,570.3703704,607.4074074,597.037037,617.7777778
176,28/07/2003,390,424,420,433,0.675,,577.7777778,628.1481481,622.2222222,641.4814815
177,4/08/2003,390,425,428,435,0.675,,577.7777778,629.6296296,634.0740741,644.4444444
178,11/08/2003,390,420,424,430,0.675,,577.7777778,622.2222222,628.1481481,637.037037
179,18/08/2003,390,422,429,431,0.675,,577.7777778,625.1851852,635.5555556,638.5185185
180,25/08/2003,390,436,446,443,0.675,,577.7777778,645.9259259,660.7407407,656.2962963
181,1/09/2003,390,436,447,443,0.675,,577.7777778,645.9259259,662.2222222,656.2962963
182,8/09/2003,380,408,413,414,0.675,,562.962963,604.4444444,611.8518519,613.3333333
183,15/09/2003,380,402,393,396,0.675,,562.962963,595.5555556,582.2222222,586.6666667
184,22/09/2003,380,374,366,373,0.675,,562.962963,554.0740741,542.2222222,552.5925926
185,29/09/2003,380,374,375,384,0.675,,562.962963,554.0740741,555.5555556,568.8888889
186,6/10/2003,350,372,372,374,0.678,,516.2241888,548.6725664,548.6725664,551.6224189
187,13/10/2003,350,366,369,381,0.678,,516.2241888,539.8230088,544.2477876,561.9469027
188,20/10/2003,350,352,353,369,0.678,,516.2241888,519.1740413,520.6489676,544.2477876
189,27/10/2003,340,342,343,359,0.678,,501.4749263,504.4247788,505.899705,529.4985251
190,3/11/2003,340,344,343,358,0.678,,501.4749263,507.3746313,505.899705,528.0235988
191,10/11/2003,336.6666667,345,343,352,0.678,,496.5585055,508.8495575,505.899705,519.1740413
192,17/11/2003,333.3333333,329,326,339,0.678,,491.6420845,485.2507375,480.8259587,500
193,24/11/2003,330,336,330,333,0.678,,486.7256637,495.5752212,486.7256637,491.1504425
194,1/12/2003,330,333,327,316,0.678,,486.7256637,491.1504425,482.300885,466.0766962
195,8/12/2003,320,331,326,313,0.678,,471.9764012,488.20059,480.8259587,461.6519174
196,15/12/2003,310,335,329,310,0.678,,457.2271386,494.100295,485.2507375,457.2271386
197,5/01/2004,328,353,351,327,0.684,,479.5321637,516.0818713,513.1578947,478.0701754
198,12/01/2004,360,346,341,329,0.684,,526.3157895,505.8479532,498.5380117,480.994152
199,19/01/2004,360,354,348,331,0.684,,526.3157895,517.5438596,508.7719298,483.9181287
200,26/01/2004,360,364,357,340,0.684,,526.3157895,532.1637427,521.9298246,497.0760234
201,2/02/2004,380,370,363,339,0.684,,555.5555556,540.9356725,530.7017544,495.6140351
202,9/02/2004,380,371,366,348,0.684,,555.5555556,542.3976608,535.0877193,508.7719298
203,16/02/2004,370,360,350,336,0.684,,540.9356725,526.3157895,511.6959064,491.2280702
204,23/02/2004,360,361,355,336,0.684,,526.3157895,527.7777778,519.005848,491.2280702
205,1/03/2004,360,356,352,339,0.684,,526.3157895,520.4678363,514.619883,495.6140351
206,8/03/2004,355,354,349,337,0.684,,519.005848,517.5438596,510.2339181,492.6900585
207,15/03/2004,355,357,350,334,0.684,,519.005848,521.9298246,511.6959064,488.3040936
208,22/03/2004,350,359,353,332,0.684,,511.6959064,524.8538012,516.0818713,485.380117
209,29/03/2004,348.7037037,351,346,326,0.684,,509.8007364,513.1578947,505.8479532,476.6081871
210,5/04/2004,347.4074074,350,345,320,0.688,,504.952627,508.7209302,501.4534884,465.1162791
211,12/04/2004,346.1111111,352,345,319,0.688,,503.0684754,511.627907,501.4534884,463.6627907
212,19/04/2004,344.8148148,348,342,320,0.688,,501.1843238,505.8139535,497.0930233,465.1162791
213,26/04/2004,343.5185185,335,328,313,0.688,,499.3001722,486.9186047,476.744186,454.9418605
214,3/05/2004,342.2222222,341,332,314,0.688,,497.4160206,495.6395349,482.5581395,456.3953488
215,10/05/2004,340.9259259,354,344,319,0.688,,495.531869,514.5348837,500,463.6627907
216,17/05/2004,339.6296296,353,342,321,0.688,,493.6477174,513.0813953,497.0930233,466.5697674
217,24/05/2004,338.3333333,363,355,330,0.688,,491.7635658,527.6162791,515.9883721,479.6511628
218,31/05/2004,337.037037,384,373,351,0.688,,489.8794142,558.1395349,542.1511628,510.1744186
219,7/06/2004,335.7407407,388,384,361,0.688,,487.9952626,563.9534884,558.1395349,524.7093023
220,14/06/2004,334.4444444,403,398,371,0.688,,486.111111,585.755814,578.4883721,539.244186
221,21/06/2004,333.1481481,456,452,416,0.688,,484.2269594,662.7906977,656.9767442,604.6511628
222,28/06/2004,331.8518519,486,479,434,0.688,,482.342808,706.3953488,696.2209302,630.8139535
223,5/07/2004,330.5555556,485,485,459,0.69,,479.0660226,702.8985507,702.8985507,665.2173913
224,12/07/2004,329.2592593,489,485,470,0.69,,477.1873323,708.6956522,702.8985507,681.1594203
225,19/07/2004,327.962963,489,485,470,0.69,,475.308642,708.6956522,702.8985507,681.1594203
226,26/07/2004,326.6666667,499,492,480,0.69,,473.4299517,723.1884058,713.0434783,695.6521739
227,2/08/2004,325.3703704,496,493,479,0.69,,471.5512614,718.8405797,714.4927536,694.2028986
228,9/08/2004,324.0740741,494,492,479,0.69,,469.6725712,715.942029,713.0434783,694.2028986
229,16/08/2004,322.7777778,483,481,471,0.69,,467.7938809,700,697.1014493,682.6086957
230,23/08/2004,321.4814815,446,446,444,0.69,,465.9151906,646.3768116,646.3768116,643.4782609
231,30/08/2004,320.1851852,433,426,423,0.69,,464.0365003,627.5362319,617.3913043,613.0434783
232,6/09/2004,318.8888889,421,417,405,0.69,,462.15781,610.1449275,604.3478261,586.9565217
233,13/09/2004,317.5925926,423,424,410,0.69,,460.2791197,613.0434783,614.4927536,594.2028986
234,20/09/2004,316.2962963,409,410,410,0.69,,458.4004294,592.7536232,594.2028986,594.2028986
235,27/09/2004,315,377,387,394,0.69,,456.5217391,546.3768116,560.8695652,571.0144928
236,4/10/2004,322.5,370,372,375,0.695,,464.028777,532.3741007,535.2517986,539.5683453
237,11/10/2004,330,356,357,370,0.695,,474.8201439,512.2302158,513.6690647,532.3741007
238,18/10/2004,325,341,339,344,0.695,,467.6258993,490.647482,487.7697842,494.9640288
239,25/10/2004,300,326,325,331,0.695,,431.6546763,469.0647482,467.6258993,476.2589928
240,1/11/2004,300,326,324,333,0.695,,431.6546763,469.0647482,466.1870504,479.1366906
241,8/11/2004,300,334,332,335,0.695,,431.6546763,480.5755396,477.6978417,482.0143885
242,15/11/2004,320,338,335,338,0.695,,460.4316547,486.3309353,482.0143885,486.3309353
243,22/11/2004,320,339,341,343,0.695,,460.4316547,487.7697842,490.647482,493.5251799
244,29/11/2004,320,341,339,343,0.695,,460.4316547,490.647482,487.7697842,493.5251799
245,6/12/2004,310,325,324,335,0.695,,446.0431655,467.6258993,466.1870504,482.0143885
246,13/12/2004,320,333,330,336,0.695,,460.4316547,479.1366906,474.8201439,483.4532374
247,10/01/2005,320,338,333,333,0.701,,456.4907275,482.168331,475.0356633,475.0356633
248,17/01/2005,320,334,329,327,0.701,,456.4907275,476.4621969,469.3295292,466.4764622
249,24/01/2005,330,338,333,330,0.701,,470.7560628,482.168331,475.0356633,470.7560628
250,31/01/2005,330,334,330,316,0.701,,470.7560628,476.4621969,470.7560628,450.7845934
251,7/02/2005,330,346,334,322,0.701,,470.7560628,493.5805991,476.4621969,459.3437946
252,14/02/2005,320,343,323,317,0.701,,456.4907275,489.3009986,460.7703281,452.211127
253,21/02/2005,310,343,329,314,0.701,,442.2253923,489.3009986,469.3295292,447.9315264
254,28/02/2005,330,347,329,308,0.701,,470.7560628,495.0071327,469.3295292,439.3723252
255,7/03/2005,330,346,327,306,0.701,,470.7560628,493.5805991,466.4764622,436.5192582
256,14/03/2005,330,346,328,306,0.701,,470.7560628,493.5805991,467.9029957,436.5192582
257,21/03/2005,325,341,325,303,0.701,,463.6233951,486.4479315,463.6233951,432.2396576
258,28/03/2005,325,336,324,305,0.701,,463.6233951,479.3152639,462.1968616,435.0927247
259,4/04/2005,325,334,325,305,0.705,,460.9929078,473.7588652,460.9929078,432.6241135
260,11/04/2005,315,331,320,299,0.705,,446.8085106,469.5035461,453.9007092,424.1134752
261,18/04/2005,325,335,314,295,0.705,,460.9929078,475.177305,445.3900709,418.4397163
262,25/04/2005,325,335,314,295,0.705,,460.9929078,475.177305,445.3900709,418.4397163
263,2/05/2005,325,333,308,293,0.705,,460.9929078,472.3404255,436.8794326,415.6028369
264,9/05/2005,340,339,317,299,0.705,,482.2695035,480.8510638,449.6453901,424.1134752
265,16/05/2005,333,341,321,301,0.705,,472.3404255,483.6879433,455.3191489,426.9503546
266,23/05/2005,333,341,324,303,0.705,,472.3404255,483.6879433,459.5744681,429.787234
267,30/05/2005,337,343,326,305,0.705,,478.0141844,486.5248227,462.4113475,432.6241135
268,6/06/2005,337,344,327,305,0.705,,478.0141844,487.9432624,463.8297872,432.6241135
269,13/06/2005,353,351,334,310,0.705,,500.7092199,497.8723404,473.7588652,439.7163121
270,20/06/2005,360,355,341,318,0.705,,510.6382979,503.5460993,483.6879433,451.0638298
271,27/06/2005,370,361,351,324,0.705,,524.822695,512.0567376,497.8723404,459.5744681
272,4/07/2005,370,363,358,342,0.712,,519.6629213,509.8314607,502.8089888,480.3370787
273,11/07/2005,370,364,361,344,0.712,,519.6629213,511.2359551,507.0224719,483.1460674
274,18/07/2005,380,374,372,360,0.712,,533.7078652,525.2808989,522.4719101,505.6179775
275,25/07/2005,407,395,390,374,0.712,,571.6292135,554.7752809,547.752809,525.2808989
276,1/08/2005,407,399,390,373,0.712,,571.6292135,560.3932584,547.752809,523.8764045
277,8/08/2005,402,398,391,370,0.712,,564.6067416,558.988764,549.1573034,519.6629213
278,15/08/2005,402,398,391,370,0.712,,564.6067416,558.988764,549.1573034,519.6629213
279,22/08/2005,395,393,396,370,0.712,,554.7752809,551.9662921,556.1797753,519.6629213
280,29/08/2005,393,384,386,374,0.712,,551.9662921,539.3258427,542.1348315,525.2808989
281,5/09/2005,393,389,393,384,0.712,,551.9662921,546.3483146,551.9662921,539.3258427
282,12/09/2005,388,389,391,383,0.712,,544.9438202,546.3483146,549.1573034,537.9213483
283,19/09/2005,388,388,394,382,0.712,,544.9438202,544.9438202,553.3707865,536.5168539
284,26/09/2005,388,385,389,378,0.712,,544.9438202,540.7303371,546.3483146,530.8988764
285,3/10/2005,388,378,383,370,0.715,,542.6573427,528.6713287,535.6643357,517.4825175
286,10/10/2005,388,371,369,368,0.715,,542.6573427,518.8811189,516.0839161,514.6853147
287,17/10/2005,325,347,338,329,0.715,,454.5454545,485.3146853,472.7272727,460.1398601
288,24/10/2005,315,333,325,323,0.715,,440.5594406,465.7342657,454.5454545,451.7482517
289,31/10/2005,315,334,330,328,0.715,,440.5594406,467.1328671,461.5384615,458.7412587
290,7/11/2005,315,336,331,329,0.715,,440.5594406,469.9300699,462.9370629,460.1398601
291,14/11/2005,315,337,333,329,0.715,,440.5594406,471.3286713,465.7342657,460.1398601
292,21/11/2005,315,336,332,329,0.715,,440.5594406,469.9300699,464.3356643,460.1398601
293,28/11/2005,315,337,338,334,0.715,,440.5594406,471.3286713,472.7272727,467.1328671
294,5/12/2005,328,337,337,337,0.715,,458.7412587,471.3286713,471.3286713,471.3286713
295,12/12/2005,330,339,339,338,0.715,,461.5384615,474.1258741,474.1258741,472.7272727
296,9/01/2006,327,339,338,336,0.721,,453.5367545,470.1803051,468.7933426,466.0194175
297,16/01/2006,322,332,331,329,0.721,,446.6019417,460.4715673,459.0846047,456.3106796
298,23/01/2006,318,339,336,322,0.721,,441.0540915,470.1803051,466.0194175,446.6019417
299,30/01/2006,318,338,342,330,0.721,,441.0540915,468.7933426,474.3411928,457.6976422
300,6/02/2006,318,342,349,339,0.721,,441.0540915,474.3411928,484.0499307,470.1803051
301,13/02/2006,318,347,352,349,0.721,,441.0540915,481.2760055,488.2108183,484.0499307
302,20/02/2006,318,345,350,346,0.721,,441.0540915,478.5020804,485.4368932,479.889043
